rank,i,pair,best_gamma,best_dL,ci_lo,ci_hi,best_KL,best_rep,D_rep_1,min_slope_gamma,min_slope,wallclock_s
1,11,F12-F13,0.3,-0.006166725158691406,-0.011991723775863649,-0.002150401353836062,0.003113564183586277,0.0019305413123220205,0.021450459025800228,0.03,-0.03381061553955078,270.73465394973755
