rank,i,pair,best_gamma,best_dL,ci_lo,ci_hi,best_KL,best_rep,D_rep_1,min_slope_gamma,min_slope,wallclock_s
1,6,F7-F8,0.05,-0.0008310174942016601,-0.002394505500793457,1.3583898544310915e-06,0.0014200372750565293,0.00019798744004219775,0.07919497601687908,0.03,-0.01831229527791341,236.92427682876587
